line,priority,category,current,action,target,revised_status,revised_instruction
2477,low,bold_label_review,**Change Management Notice Template**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
2501,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
2506,high,activity_heading,#### Scenario-Based Free Write (E1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
2527,high,student_response_placeholder_label,**Draft Here**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
2532,high,activity_heading,#### Guided Peer Review (F1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
2541,high,activity_heading,#### Self-Editing Checklist (F3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
2556,high,activity_heading,#### Editing Workshop — Paragraph-Level (G2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
2578,high,student_response_placeholder_label,**Write Your Revised Version**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
2583,high,activity_heading,#### Homework Writing Task (H3),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
2601,high,student_response_placeholder_label,**Homework Draft**,Convert to placeholder/response field component,`placeholder` or response-label style. Visually quiet but clearly writable.,NORMALIZE_PLACEHOLDER,Normalize placeholder wording and optionally wrap in placeholder Div. Preserve placeholder token.
2604,high,activity_heading,#### Extension Task (H1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
2630,high,activity_heading,#### Problem Identification (A2),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
2647,high,activity_heading,#### Compare Two Versions (B1),Convert fake heading to activity component label,"Use an activity container/label. Separate activity family, activity title, and code metadata. Do not style as a structural heading.",REVISE_INSTRUCTION,Keep as an activity subheading. Standardize to Title Case; use em dash before subtitle; keep inline activity code in Markdown; add/standardize subtitle where missing. Do not convert to semantic Div today.
2649,low,bold_label_review,**Original (Vague and Overgeneralised)**,Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
2653,low,bold_label_review,"**Improved (Clear, Multi-Factor Explanation)**",Review and convert if label is functioning structurally,Likely compact label/component style rather than ordinary bold body text.,REVIEW,Review under final Step 1 decisions; avoid changes that conflict with keeping activity subheadings and metadata codes in Markdown.
